,Unnamed: 0,absoluteYardlineNumber,coverage_type,defender,defender_num,defendersInTheBox,defense,down,epa,gameClock,gameDate,gameId,gameTimeEastern,gsis_play_id,homeTeamAbbr,isDefensivePI,numberOfPassRushers,offense,offenseFormation,offensePlayResult,passResult,pass_breakup,pass_coverage,pass_pattern_basic,pass_pattern_by_player,pass_receiver_target,pbu,penaltyCodes,penaltyJerseyNumbers,personnelD,personnelO,playDescription,playId,playResult,playType,poss_team_fixed,possessionTeam,preSnapHomeScore,preSnapVisitorScore,press_players,quarter,receiver,receiver_num,route,route_name,targeted,typeDropback,visitorTeamAbbr,week,yardlineNumber,yardlineSide,yardsToGo
2,4122.0,46.0,MAN,TEN 26,26.0,6.0,TEN,3.0,2.3203408846323597,12:44:00,10/14/2018,2018101411.0,16:25:00,1032.0,TEN,0.0,4.0,BLT,SHOTGUN,23.0,C,,1,6; 9; 6; H6; 6,BLT 15 6(8); BLT 13 9b(20); BLT 81 6(6); BLT 37 krh6(2); BLT 89 6(9),BLT 13,0.0,,,"1 DL, 5 LB, 5 DB","1 RB, 2 TE, 2 WR",(12:44) (Shotgun) J.Flacco pass deep left to J.Brown pushed ob at TEN 13 for 23 yards (A.Jackson).,1032.0,23.0,play_type_pass,BAL,BAL,0.0,7.0,TEN 21 > BLT 15; TEN 25 > BLT 13; TEN 26 > BLT 89,2.0,BLT 89,89.0,6,Hitch/Curl,0.0,TRADITIONAL,BAL,6.0,36.0,TEN,6.0
1,4122.0,46.0,MAN,TEN 25,25.0,6.0,TEN,3.0,2.3203408846323597,12:44:00,10/14/2018,2018101411.0,16:25:00,1032.0,TEN,0.0,4.0,BLT,SHOTGUN,23.0,C,,1,6; 9; 6; H6; 6,BLT 15 6(8); BLT 13 9b(20); BLT 81 6(6); BLT 37 krh6(2); BLT 89 6(9),BLT 13,0.0,,,"1 DL, 5 LB, 5 DB","1 RB, 2 TE, 2 WR",(12:44) (Shotgun) J.Flacco pass deep left to J.Brown pushed ob at TEN 13 for 23 yards (A.Jackson).,1032.0,23.0,play_type_pass,BAL,BAL,0.0,7.0,TEN 21 > BLT 15; TEN 25 > BLT 13; TEN 26 > BLT 89,2.0,BLT 13,13.0,9,Go,1.0,TRADITIONAL,BAL,6.0,36.0,TEN,6.0
0,4122.0,46.0,MAN,TEN 21,21.0,6.0,TEN,3.0,2.3203408846323597,12:44:00,10/14/2018,2018101411.0,16:25:00,1032.0,TEN,0.0,4.0,BLT,SHOTGUN,23.0,C,,1,6; 9; 6; H6; 6,BLT 15 6(8); BLT 13 9b(20); BLT 81 6(6); BLT 37 krh6(2); BLT 89 6(9),BLT 13,0.0,,,"1 DL, 5 LB, 5 DB","1 RB, 2 TE, 2 WR",(12:44) (Shotgun) J.Flacco pass deep left to J.Brown pushed ob at TEN 13 for 23 yards (A.Jackson).,1032.0,23.0,play_type_pass,BAL,BAL,0.0,7.0,TEN 21 > BLT 15; TEN 25 > BLT 13; TEN 26 > BLT 89,2.0,BLT 15,15.0,6,Hitch/Curl,0.0,TRADITIONAL,BAL,6.0,36.0,TEN,6.0
0,323.0,54.0,MAN,CLV 21,21.0,8.0,CLV,1.0,-0.428219795268742,05:30:00,10/14/2018,2018101402.0,13:00:00,2896.0,CLE,0.0,6.0,LAC,SINGLEBACK,0.0,I,,1b,6; 9; H6; 3; 3,LAC 81 6(-2); LAC 16 9b(13); LAC 30 krh66(1); LAC 88 3(9); LAC 80 c1,LAC 16,0.0,,,"4 DL, 3 LB, 4 DB","1 RB, 2 TE, 2 WR",(5:30) P.Rivers pass incomplete deep left to Ty.Williams.,2896.0,0.0,play_type_pass,LAC,LAC,6.0,28.0,CLV 21 > LAC 16,3.0,LAC 16,16.0,9,Go,1.0,TRADITIONAL,LAC,6.0,44.0,CLE,10.0
1,322.0,102.0,MAN,CLV 53,53.0,5.0,CLV,3.0,-1.19105707992403,06:23:00,10/14/2018,2018101402.0,13:00:00,621.0,CLE,0.0,4.0,LAC,PISTOL,0.0,I,,1,3; 9; X; X; 9,LAC 81 3(8); LAC 13 9s; LAC 16 x6(4); LAC 85 xd(2); LAC 30 9,LAC 81,0.0,,,"3 DL, 3 LB, 5 DB","1 RB, 1 TE, 3 WR",(6:23) (Shotgun) P.Rivers pass incomplete short left to M.Williams [M.Garrett].,621.0,0.0,play_type_pass,LAC,LAC,0.0,7.0,CLV 21 > LAC 13; CLV 53 > LAC 30,1.0,LAC 30,30.0,9,Go,0.0,TRADITIONAL,LAC,6.0,8.0,LAC,6.0
0,322.0,102.0,MAN,CLV 21,21.0,5.0,CLV,3.0,-1.19105707992403,06:23:00,10/14/2018,2018101402.0,13:00:00,621.0,CLE,0.0,4.0,LAC,PISTOL,0.0,I,,1,3; 9; X; X; 9,LAC 81 3(8); LAC 13 9s; LAC 16 x6(4); LAC 85 xd(2); LAC 30 9,LAC 81,0.0,,,"3 DL, 3 LB, 5 DB","1 RB, 1 TE, 3 WR",(6:23) (Shotgun) P.Rivers pass incomplete short left to M.Williams [M.Garrett].,621.0,0.0,play_type_pass,LAC,LAC,0.0,7.0,CLV 21 > LAC 13; CLV 53 > LAC 30,1.0,LAC 13,13.0,9,Go,0.0,TRADITIONAL,LAC,6.0,8.0,LAC,6.0
1,3904.0,84.0,MAN,JAX 23,23.0,6.0,JAX,3.0,-1.14283121408583,14:17:00,10/14/2018,2018101410.0,16:25:00,1977.0,DAL,0.0,4.0,DAL,SHOTGUN,8.0,C,,2M,9; 3; 3; H2; 9,DAL 17 9o; DAL 13 3(13); DAL 11 21(2); DAL 21 h2(-7); DAL 87 39s(8),DAL 11,0.0,,,"4 DL, 2 LB, 5 DB","1 RB, 1 TE, 3 WR",(14:17) (Shotgun) D.Prescott pass short left to C.Beasley to DAL 34 for 8 yards (A.Bouye).,1977.0,8.0,play_type_pass,DAL,DAL,24.0,0.0,JAX 21 > DAL 11; JAX 23 > DAL 17,3.0,DAL 17,17.0,9,Go,0.0,TRADITIONAL,JAX,6.0,26.0,DAL,9.0
1,3896.0,55.0,MAN,BLT 24,24.0,5.0,BLT,3.0,2.38507563569751,09:59:00,10/14/2018,2018101411.0,16:25:00,1245.0,TEN,0.0,5.0,TEN,SHOTGUN,18.0,C,,2M,3; 2; H2; 3; 5,TEN 19 3o(15); TEN 86 2(2); TEN 33 krh2(-6); TEN 13 3(5); TEN 84 5(8),TEN 86,0.0,,,"1 DL, 4 LB, 6 DB","1 RB, 1 TE, 3 WR",(9:59) (Shotgun) M.Mariota pass short middle to A.Firkser to BLT 37 for 18 yards (T.Young).,1245.0,18.0,play_type_pass,TEN,TEN,0.0,14.0,BLT 22 > TEN 19; BLT 24 > TEN 84; BLT 41 > TEN 13,2.0,TEN 84,84.0,5,Comeback,0.0,TRADITIONAL,BAL,6.0,45.0,TEN,6.0
1,3895.0,45.0,MAN,BLT 29,29.0,6.0,BLT,2.0,-0.785437558520732,05:05:00,10/14/2018,2018101411.0,16:25:00,1470.0,TEN,0.0,6.0,TEN,PISTOL,0.0,I,,1b,3; 3; -; 6; 6,TEN 19 36(3); TEN 81 1; TEN 22 kr; TEN 88 26(4); TEN 84 6(8),TEN 84,0.0,,,"2 DL, 4 LB, 5 DB","1 RB, 2 TE, 2 WR",(5:05) (Shotgun) M.Mariota pass incomplete short right to C.Davis.,1470.0,0.0,play_type_pass,TEN,TEN,0.0,14.0,BLT 22 > TEN 19; BLT 29 > TEN 84,2.0,TEN 84,84.0,6,Hitch/Curl,1.0,TRADITIONAL,BAL,6.0,35.0,TEN,10.0
1,4123.0,,MAN,TEN 25,25.0,5.0,TEN,3.0,1.24955114128314,,10/14/2018,2018101411.0,16:25:00,514.0,TEN,0.0,,BLT,EMPTY,0.0,I,TEN 53,2M,0; X; 6; 9; 9,BLT 37 0(-3); BLT 15 xd(2); BLT 89 6(8); BLT 83 9y; BLT 13 9,BLT 37,0.0,DH,TEN 55,"1 DL, 5 LB, 5 DB","1 RB, 1 TE, 3 WR","(3:10) (Shotgun) J.Flacco pass incomplete short left to J.Allen (D.Bates). PENALTY on TEN-J.Brown, Defensive Holding, 5 yards, enforced at TEN 36 - No Play.",514.0,5.0,play_type_unknown,BAL,BAL,,,TEN 21 > BLT 15; TEN 25 > BLT 13; TEN 26 > BLT 83,1.0,BLT 13,13.0,9,Go,0.0,,BAL,6.0,36.0,TEN,7.0
2,256.0,77.0,MAN,IND 31,31.0,4.0,IND,3.0,2.66017995378165,13:32:00,10/14/2018,2018101406.0,13:00:00,2305.0,NYJ,0.0,4.0,NYJ,EMPTY,19.0,C,,2M,2; 3; 2; 6; 6,NYJ 11 2(1); NYJ 10 1; NYJ 16 2(2); NYJ 85 26(5); NYJ 86 26(3),NYJ 16,0.0,,,"4 DL, 1 LB, 6 DB","0 RB, 2 TE, 3 WR",(13:32) (Shotgun) S.Darnold pass short middle to T.Pryor to IND 48 for 19 yards (P.Desir).,2305.0,19.0,play_type_pass,NYJ,NYJ,23.0,13.0,IND 23 > NYJ 10; IND 27 > NYJ 16; IND 31 > NYJ 86; IND 35 > NYJ 11,3.0,NYJ 86,86.0,6,Hitch/Curl,0.0,TRADITIONAL,IND,6.0,33.0,NYJ,5.0
1,669.0,90.0,MAN,ATL 23,23.0,5.0,ATL,1.0,1.04577082243389,03:59:00,10/14/2018,2018101400.0,13:00:00,3636.0,ATL,0.0,4.0,TB,SHOTGUN,15.0,C,,2M,9; 3; 3; H5; 4,TB 11 9; TB 10 21(3); TB 80 3(13); TB 25 h5(2); TB 13 4(14),TB 80,0.0,,,"3 DL, 3 LB, 5 DB","1 RB, 1 TE, 3 WR",(3:59) (Shotgun) J.Winston pass short left to O.Howard pushed ob at ATL 5 for 15 yards (D.Kazee; D.Campbell).,3636.0,15.0,play_type_pass,TB,TB,31.0,22.0,ATL 21 > TB 13; ATL 23 > TB 11; ATL 34 > TB 10; ATL 59 > TB 80,4.0,TB 11,11.0,9,Go,0.0,TRADITIONAL,TB,6.0,20.0,ATL,10.0
0,670.0,70.0,MAN,ATL 21,21.0,5.0,ATL,1.0,1.06344046597685,00:28:00,10/14/2018,2018101400.0,13:00:00,4095.0,ATL,0.0,4.0,TB,SHOTGUN,19.0,C,,2M,5; 8; H5; 8; 9,TB 12 5(13); TB 10 8(11); TB 32 h5(1); TB 80 8(6); TB 13 9,TB 10,0.0,,,"3 DL, 3 LB, 5 DB","1 RB, 1 TE, 3 WR","(:28) (No Huddle, Shotgun) J.Winston pass deep left to A.Humphries to ATL 21 for 19 yards (B.Poole).",4095.0,19.0,play_type_pass,TB,TB,34.0,29.0,ATL 21 > TB 13; ATL 34 > TB 10; ATL 59 > TB 80,4.0,TB 13,13.0,9,Go,0.0,TRADITIONAL,TB,6.0,40.0,ATL,10.0
1,668.0,65.0,MAN,TB 36,36.0,6.0,TB,3.0,1.43042642912054,03:29:00,10/14/2018,2018101400.0,13:00:00,3829.0,ATL,0.0,5.0,ATL,SHOTGUN,8.0,C,,1,6; H5; 2; 8; X,ATL 17 6(11); ATL 25 klh31(-3); ATL 81 2(2); ATL 14 8(11); ATL 11 xd(3),ATL 81,0.0,,,"4 DL, 2 LB, 5 DB","1 RB, 1 TE, 3 WR",(3:29) (Shotgun) M.Ryan pass short left to A.Hooper to TB 47 for 8 yards (L.David).,3829.0,8.0,play_type_pass,ATL,ATL,31.0,29.0,TB 24 > ATL 11; TB 36 > ATL 17,4.0,ATL 17,17.0,6,Hitch/Curl,0.0,TRADITIONAL,TB,6.0,45.0,ATL,8.0
3,663.0,72.0,MAN,ATL 59,59.0,6.0,ATL,1.0,-0.201242677710131,02:09:00,10/14/2018,2018101400.0,13:00:00,1725.0,ATL,0.0,4.0,TB,SHOTGUN,1.0,C,,2M,4; 9; H5; 3; X,TB 13 4(11); TB 84 9s; TB 27 h31(1); TB 10 3(12); TB 11 xd(4),TB 27,0.0,,,"4 DL, 2 LB, 5 DB","1 RB, 1 TE, 3 WR","(2:09) (No Huddle, Shotgun) J.Winston pass short left to R.Jones to ATL 37 for 1 yard (F.Oluokun).",1725.0,1.0,play_type_pass,TB,TB,21.0,6.0,ATL 21 > TB 11; ATL 23 > TB 13; ATL 34 > TB 10; ATL 59 > TB 84,2.0,TB 84,84.0,9,Go,0.0,TRADITIONAL,TB,6.0,38.0,ATL,10.0
1,664.0,63.0,MAN,ATL 23,23.0,6.0,ATL,2.0,3.5971924912794,12:29:00,10/14/2018,2018101400.0,13:00:00,2287.0,ATL,0.0,5.0,TB,SHOTGUN,51.0,C,,1,5; 9; 8; H6; 2,TB 11 5(11); TB 80 9s; TB 10 8(6); TB 27 h66(1); TB 13 2(1),TB 10,0.0,,,"3 DL, 3 LB, 5 DB","1 RB, 1 TE, 3 WR",(12:29) (Shotgun) J.Winston pass short right to A.Humphries to ATL 2 for 51 yards (D.Kazee).,2287.0,51.0,play_type_pass,TB,TB,24.0,13.0,ATL 21 > TB 13; ATL 23 > TB 11; ATL 29 > TB 80,3.0,TB 11,11.0,5,Comeback,0.0,TRADITIONAL,TB,6.0,47.0,TB,3.0
2,664.0,63.0,MAN,ATL 29,29.0,6.0,ATL,2.0,3.5971924912794,12:29:00,10/14/2018,2018101400.0,13:00:00,2287.0,ATL,0.0,5.0,TB,SHOTGUN,51.0,C,,1,5; 9; 8; H6; 2,TB 11 5(11); TB 80 9s; TB 10 8(6); TB 27 h66(1); TB 13 2(1),TB 10,0.0,,,"3 DL, 3 LB, 5 DB","1 RB, 1 TE, 3 WR",(12:29) (Shotgun) J.Winston pass short right to A.Humphries to ATL 2 for 51 yards (D.Kazee).,2287.0,51.0,play_type_pass,TB,TB,24.0,13.0,ATL 21 > TB 13; ATL 23 > TB 11; ATL 29 > TB 80,3.0,TB 80,80.0,9,Go,0.0,TRADITIONAL,TB,6.0,47.0,TB,3.0
0,2807.0,78.0,MAN,GB 20,20.0,7.0,GB,2.0,1.6078271180945,14:24:00,10/15/2018,2018101500.0,20:15:00,72.0,GB,0.0,5.0,SF,I_FORM,17.0,C,,1b,-; H4; H6; 9; 5,SF 85 k; SF 44 h4(3); SF 22 frh66(0); SF 15 9s; SF 11 5o(17),SF 11,0.0,,,"3 DL, 3 LB, 5 DB","2 RB, 1 TE, 2 WR",(14:24) C.Beathard pass short right to M.Goodwin ran ob at SF 49 for 17 yards (K.King).,72.0,17.0,play_type_pass,SF,SF,0.0,0.0,GB 20 > SF 11,1.0,SF 11,11.0,5,Comeback,1.0,TRADITIONAL,SF,6.0,32.0,SF,3.0
1,665.0,34.0,MAN,ATL 23,23.0,5.0,ATL,1.0,-0.18775509624606698,01:04:00,10/14/2018,2018101400.0,13:00:00,4014.0,ATL,0.0,5.0,TB,SHOTGUN,0.0,I,ATL 34,1,9; 3; 3; H6; 4,TB 11 9; TB 80 3(6); TB 10 3(13); TB 32 ch6(0); TB 13 4(19),TB 10,0.0,,,"3 DL, 3 LB, 5 DB","1 RB, 1 TE, 3 WR",(1:04) (Shotgun) J.Winston pass incomplete short left to A.Humphries.,4014.0,0.0,play_type_pass,TB,TB,34.0,29.0,ATL 21 > TB 13; ATL 23 > TB 11; ATL 59 > TB 80,4.0,TB 11,11.0,9,Go,0.0,TRADITIONAL,TB,6.0,24.0,TB,10.0
0,2810.0,30.0,MAN,GB 20,20.0,7.0,GB,1.0,-3.7050631619485004,12:23:00,10/15/2018,2018101500.0,20:15:00,1249.0,GB,0.0,5.0,SF,I_FORM,21.0,C,,1b,9; 9; H5; 9; -,SF 11 9s; SF 15 9y; SF 22 flh5(1); SF 44 h77(9); SF 85 k,SF 44,0.0,,,"3 DL, 4 LB, 4 DB","2 RB, 1 TE, 2 WR","(12:23) C.Beathard pass deep left to K.Juszczyk to SF 41 for 21 yards (H.Clinton-Dix). FUMBLES (H.Clinton-Dix), RECOVERED by GB-K.King at SF 44. K.King to SF 44 for no gain (M.Breida).",1249.0,24.0,play_type_pass,SF,SF,17.0,14.0,GB 20 > SF 15,2.0,SF 15,15.0,9,Go,0.0,TRADITIONAL,SF,6.0,20.0,SF,10.0
0,2813.0,85.0,MAN,SF 20,20.0,5.0,SF,3.0,-1.6886785300501999,05:58:00,10/15/2018,2018101500.0,20:15:00,1699.0,GB,0.0,4.0,GB,EMPTY,-5.0,S,,2M,6; 2; 3; 9; 4,GB 17 6o(12); GB 88 2(3); GB 80 c1; GB 83 9si; GB 19 4(11),,0.0,,,"4 DL, 2 LB, 5 DB","1 RB, 1 TE, 3 WR",(5:58) (Shotgun) A.Rodgers sacked at GB 20 for -5 yards (S.Day).,1699.0,-5.0,play_type_sack,GB,GB,20.0,21.0,SF 20 > GB 17; SF 24 > GB 83; SF 56 > GB 88,2.0,GB 17,17.0,6,Hitch/Curl,0.0,TRADITIONAL,SF,6.0,25.0,GB,10.0
1,1877.0,25.0,MAN,NE 54,54.0,3.0,NE,1.0,-4.23462864790943,00:17:00,10/14/2018,2018101412.0,20:20:00,1946.0,NE,0.0,4.0,KC,SHOTGUN,0.0,IN,,B,9; 9; 6; H6; 9,KC 17 669(7); KC 14 9so; KC 87 6i(11); KC 10 h66(4); KC 32 9,KC 87,0.0,,,"3 DL, 2 LB, 6 DB","1 RB, 1 TE, 3 WR",(:17) (Shotgun) P.Mahomes pass deep right intended for T.Kelce INTERCEPTED by D.Harmon [D.Hightower] at NE -3. Touchback.,1946.0,0.0,play_type_pass,KC,KC,24.0,9.0,NE 25 > KC 14; NE 54 > KC 87,2.0,KC 87,87.0,6,Hitch/Curl,1.0,SCRAMBLE_ROLLOUT_RIGHT,KC,6.0,15.0,NE,10.0
1,667.0,54.0,MAN,ATL 23,23.0,5.0,ATL,1.0,-0.232143341954907,05:47:00,10/14/2018,2018101400.0,13:00:00,3436.0,ATL,0.0,4.0,TB,SHOTGUN,3.0,C,,2M,6; H5; 6; 4; 4,TB 80 26(6); TB 25 h31(0); TB 11 26(7); TB 10 4(8); TB 13 4(5),TB 25,0.0,,,"3 DL, 3 LB, 5 DB","1 RB, 1 TE, 3 WR",(5:47) (Shotgun) J.Winston pass short left to P.Barber to TB 47 for 3 yards (B.Carter).,3436.0,3.0,play_type_pass,TB,TB,31.0,22.0,ATL 21 > TB 13; ATL 23 > TB 11; ATL 54 > TB 80,4.0,TB 11,11.0,6,Hitch/Curl,0.0,TRADITIONAL,TB,6.0,44.0,TB,10.0
2,667.0,54.0,MAN,ATL 54,54.0,5.0,ATL,1.0,-0.232143341954907,05:47:00,10/14/2018,2018101400.0,13:00:00,3436.0,ATL,0.0,4.0,TB,SHOTGUN,3.0,C,,2M,6; H5; 6; 4; 4,TB 80 26(6); TB 25 h31(0); TB 11 26(7); TB 10 4(8); TB 13 4(5),TB 25,0.0,,,"3 DL, 3 LB, 5 DB","1 RB, 1 TE, 3 WR",(5:47) (Shotgun) J.Winston pass short left to P.Barber to TB 47 for 3 yards (B.Carter).,3436.0,3.0,play_type_pass,TB,TB,31.0,22.0,ATL 21 > TB 13; ATL 23 > TB 11; ATL 54 > TB 80,4.0,TB 80,80.0,6,Hitch/Curl,0.0,TRADITIONAL,TB,6.0,44.0,TB,10.0
1,2813.0,85.0,MAN,SF 24,24.0,5.0,SF,3.0,-1.6886785300501999,05:58:00,10/15/2018,2018101500.0,20:15:00,1699.0,GB,0.0,4.0,GB,EMPTY,-5.0,S,,2M,6; 2; 3; 9; 4,GB 17 6o(12); GB 88 2(3); GB 80 c1; GB 83 9si; GB 19 4(11),,0.0,,,"4 DL, 2 LB, 5 DB","1 RB, 1 TE, 3 WR",(5:58) (Shotgun) A.Rodgers sacked at GB 20 for -5 yards (S.Day).,1699.0,-5.0,play_type_sack,GB,GB,20.0,21.0,SF 20 > GB 17; SF 24 > GB 83; SF 56 > GB 88,2.0,GB 83,83.0,9,Go,0.0,TRADITIONAL,SF,6.0,25.0,GB,10.0
2,4123.0,,MAN,TEN 26,26.0,5.0,TEN,3.0,1.24955114128314,,10/14/2018,2018101411.0,16:25:00,514.0,TEN,0.0,,BLT,EMPTY,0.0,I,TEN 53,2M,0; X; 6; 9; 9,BLT 37 0(-3); BLT 15 xd(2); BLT 89 6(8); BLT 83 9y; BLT 13 9,BLT 37,0.0,DH,TEN 55,"1 DL, 5 LB, 5 DB","1 RB, 1 TE, 3 WR","(3:10) (Shotgun) J.Flacco pass incomplete short left to J.Allen (D.Bates). PENALTY on TEN-J.Brown, Defensive Holding, 5 yards, enforced at TEN 36 - No Play.",514.0,5.0,play_type_unknown,BAL,BAL,,,TEN 21 > BLT 15; TEN 25 > BLT 13; TEN 26 > BLT 83,1.0,BLT 83,83.0,9,Go,0.0,,BAL,6.0,36.0,TEN,7.0
0,4124.0,70.0,MAN,TEN 21,21.0,7.0,TEN,3.0,0.8136372096959159,01:54:00,10/14/2018,2018101411.0,16:25:00,1714.0,TEN,0.0,6.0,BLT,SHOTGUN,7.0,C,,1b,5; H5; 3; 6; 3,BLT 10 5o(13); BLT 37 klh31(-1); BLT 89 21(9); BLT 83 6o(8); BLT 13 3(14),BLT 89,0.0,,,"1 DL, 5 LB, 5 DB","1 RB, 1 TE, 3 WR",(1:54) (Shotgun) J.Flacco pass short middle to M.Andrews to BLT 47 for 7 yards (K.Lewis).,1714.0,7.0,play_type_pass,BAL,BAL,0.0,14.0,TEN 21 > BLT 10; TEN 26 > BLT 83,2.0,BLT 10,10.0,5,Comeback,0.0,TRADITIONAL,BAL,6.0,40.0,BAL,6.0
1,4124.0,70.0,MAN,TEN 26,26.0,7.0,TEN,3.0,0.8136372096959159,01:54:00,10/14/2018,2018101411.0,16:25:00,1714.0,TEN,0.0,6.0,BLT,SHOTGUN,7.0,C,,1b,5; H5; 3; 6; 3,BLT 10 5o(13); BLT 37 klh31(-1); BLT 89 21(9); BLT 83 6o(8); BLT 13 3(14),BLT 89,0.0,,,"1 DL, 5 LB, 5 DB","1 RB, 1 TE, 3 WR",(1:54) (Shotgun) J.Flacco pass short middle to M.Andrews to BLT 47 for 7 yards (K.Lewis).,1714.0,7.0,play_type_pass,BAL,BAL,0.0,14.0,TEN 21 > BLT 10; TEN 26 > BLT 83,2.0,BLT 83,83.0,6,Hitch/Curl,0.0,TRADITIONAL,BAL,6.0,40.0,BAL,6.0
0,578.0,70.0,MAN,CLV 21,21.0,7.0,CLV,1.0,-0.518409576090493,06:23:00,10/14/2018,2018101402.0,13:00:00,2853.0,CLE,0.0,5.0,LAC,SHOTGUN,0.0,I,,1b,9; 3; H7; 3; 8,LAC 13 9o(15)/; LAC 88 c1; LAC 30 klh76(-1); LAC 80 c1; LAC 16 8(18),LAC 13,0.0,,,"4 DL, 3 LB, 4 DB","1 RB, 2 TE, 2 WR",(6:23) (Shotgun) P.Rivers pass incomplete deep left to K.Allen.,2853.0,0.0,play_type_pass,LAC,LAC,6.0,28.0,CLV 21 > LAC 13,3.0,LAC 13,13.0,9,Go,1.0,TRADITIONAL,LAC,6.0,40.0,LAC,15.0
0,5116.0,49.0,MAN,WAS 23,23.0,6.0,WAS,2.0,-0.43047854029698207,10:35:00,10/14/2018,2018101408.0,13:00:00,2419.0,WAS,0.0,4.0,CAR,SHOTGUN,7.0,C,,1,9; -; -; 0; X,CAR 17 9oz; CAR 12 z; CAR 22 flz; CAR 88 k0(-6); CAR 10 flxj(-4),CAR 88,0.0,,,"2 DL, 4 LB, 5 DB","1 RB, 1 TE, 3 WR",(10:35) (Shotgun) C.Newton pass short right to G.Olsen to CAR 46 for 7 yards (D.Payne).,2419.0,7.0,play_type_pass,CAR,CAR,17.0,6.0,WAS 23 > CAR 17; WAS 31 > CAR 12,3.0,CAR 17,17.0,9,Go,0.0,TRADITIONAL,CAR,6.0,39.0,CAR,10.0
0,5117.0,92.0,MAN,WAS 23,23.0,6.0,WAS,1.0,1.19306678275191,02:56:00,10/14/2018,2018101408.0,13:00:00,785.0,WAS,0.0,4.0,CAR,SHOTGUN,15.0,C,,1,9; H7; 3; 7; 6,CAR 17 9o; CAR 22 flh7(1); CAR 88 1; CAR 13 7o(12); CAR 11 26(5),CAR 88,0.0,,,"2 DL, 4 LB, 5 DB","1 RB, 1 TE, 3 WR",(2:56) (Shotgun) C.Newton pass short right to G.Olsen pushed ob at CAR 33 for 15 yards (F.Moreau).,785.0,15.0,play_type_pass,CAR,CAR,14.0,0.0,WAS 23 > CAR 17; WAS 24 > CAR 11,1.0,CAR 17,17.0,9,Go,0.0,TRADITIONAL,CAR,6.0,18.0,CAR,10.0
1,5117.0,92.0,MAN,WAS 24,24.0,6.0,WAS,1.0,1.19306678275191,02:56:00,10/14/2018,2018101408.0,13:00:00,785.0,WAS,0.0,4.0,CAR,SHOTGUN,15.0,C,,1,9; H7; 3; 7; 6,CAR 17 9o; CAR 22 flh7(1); CAR 88 1; CAR 13 7o(12); CAR 11 26(5),CAR 88,0.0,,,"2 DL, 4 LB, 5 DB","1 RB, 1 TE, 3 WR",(2:56) (Shotgun) C.Newton pass short right to G.Olsen pushed ob at CAR 33 for 15 yards (F.Moreau).,785.0,15.0,play_type_pass,CAR,CAR,14.0,0.0,WAS 23 > CAR 17; WAS 24 > CAR 11,1.0,CAR 11,11.0,6,Hitch/Curl,0.0,TRADITIONAL,CAR,6.0,18.0,CAR,10.0
1,5118.0,34.0,MAN,WAS 31,31.0,7.0,WAS,1.0,1.4052751816341498,12:04:00,10/14/2018,2018101408.0,13:00:00,1121.0,WAS,0.0,5.0,CAR,SHOTGUN,22.0,C,,1,3; -; H2; X; 6,CAR 17 3i(11); CAR 22 frkl; CAR 12 h2(-10); CAR 88 klxu(-4); CAR 11 6i(11),CAR 17,0.0,,,"2 DL, 4 LB, 5 DB","1 RB, 1 TE, 3 WR",(12:04) (Shotgun) C.Newton pass short left to D.Funchess pushed ob at CAR 46 for 22 yards (Q.Dunbar).,1121.0,22.0,play_type_pass,CAR,CAR,14.0,0.0,WAS 23 > CAR 17; WAS 31 > CAR 11,2.0,CAR 11,11.0,6,Hitch/Curl,0.0,TRADITIONAL,CAR,6.0,24.0,CAR,10.0
0,5120.0,87.0,MAN,WAS 24,24.0,6.0,WAS,1.0,-0.201356180767603,03:14:00,10/14/2018,2018101408.0,13:00:00,1539.0,WAS,0.0,4.0,CAR,SHOTGUN,0.0,I,,1,8; -; 3; 3; 6,CAR 17 8i(10); CAR 22 flkl; CAR 88 1; CAR 13 3o(8); CAR 11 26(3),CAR 88,0.0,,,"2 DL, 4 LB, 5 DB","1 RB, 1 TE, 3 WR",(3:14) (Shotgun) C.Newton pass incomplete short right to G.Olsen.,1539.0,0.0,play_type_pass,CAR,CAR,17.0,0.0,WAS 24 > CAR 11; WAS 31 > CAR 13,2.0,CAR 11,11.0,6,Hitch/Curl,0.0,TRADITIONAL,CAR,6.0,23.0,WAS,10.0
0,5023.0,43.0,MAN,WAS 23,23.0,7.0,WAS,2.0,-0.789649179795713,05:12:00,10/14/2018,2018101408.0,13:00:00,1448.0,WAS,0.0,4.0,CAR,SHOTGUN,0.0,I,,1,6; 0; H4; 2; 8,CAR 17 6o(17); CAR 13 0u(-5); CAR 22 frh21(0); CAR 88 2(3); CAR 11 8(18),,0.0,,,"2 DL, 4 LB, 5 DB","1 RB, 1 TE, 3 WR","(5:12) (No Huddle, Shotgun) C.Newton pass incomplete short left.",1448.0,0.0,play_type_pass,CAR,CAR,17.0,0.0,WAS 23 > CAR 17,2.0,CAR 17,17.0,6,Hitch/Curl,0.0,TRADITIONAL,CAR,6.0,33.0,CAR,2.0
