"","gameId","gsis_play_id","poss_team_fixed","offense","defense","coverage_type","pass_coverage","pass_pattern_by_player","pass_pattern_basic","pass_breakup","pass_receiver_target","press_players","playId","playDescription","quarter","down","yardsToGo","possessionTeam","playType","yardlineSide","yardlineNumber","offenseFormation","personnelO","defendersInTheBox","numberOfPassRushers","personnelD","typeDropback","preSnapVisitorScore","preSnapHomeScore","gameClock","absoluteYardlineNumber","penaltyCodes","penaltyJerseyNumbers","passResult","offensePlayResult","playResult","epa","isDefensivePI","gameDate","gameTimeEastern","homeTeamAbbr","visitorTeamAbbr","week"
"3599",2018092309,1045,"GB","GB","WAS","MAN","B","GB 17 3(12); GB 33 h56(0); GB 80 86(11); GB 18 8(12); GB 81 4(5)","3; H5; 8; 8; 4",NA,"GB 18","WAS 23 > GB 17",1045,"(14:19) (Shotgun) A.Rodgers pass incomplete deep middle to R.Cobb.",2,1,10,"GB","play_type_pass","WAS",17,"SHOTGUN","1 RB, 1 TE, 3 WR",7,4,"2 DL, 4 LB, 5 DB","SCRAMBLE_ROLLOUT_RIGHT",0,14,"14:19:00",93,"","","I",0,0,-0.20370500596348,FALSE,"09/23/2018","13:00:00","WAS","GB",3
"3600",2018092309,2479,"GB","GB","WAS","MAN","1","GB 17 4(4); GB 18 9o; GB 30 h21(-1); GB 80 8(10); GB 81 26(4)","4; 9; H4; 8; 6",NA,"GB 18","WAS 23 > GB 17; WAS 24 > GB 81; WAS 31 > GB 18",2479,"(8:52) (Shotgun) A.Rodgers pass incomplete short left to R.Cobb.",3,2,10,"GB","play_type_pass","WAS",15,"SHOTGUN","1 RB, 1 TE, 3 WR",6,4,"2 DL, 4 LB, 5 DB","TRADITIONAL",10,28,"08:52:00",95,"","","I",0,0,-0.412250387055868,FALSE,"09/23/2018","13:00:00","WAS","GB",3
"3601",2018092309,3487,"GB","GB","WAS","MAN","1b","GB 81 2(4); GB 80 19(0); GB 30 kr; GB 18 1; GB 17 2(3)","2; 9; -; 3; 2",NA,"GB 17","WAS 23 > GB 81; WAS 24 > GB 17; WAS 31 > GB 18",3487,"(8:59) (Shotgun) A.Rodgers pass short right to D.Adams to GB 41 for 8 yards (J.Norman; J.Allen).",4,2,5,"GB","play_type_pass","GB",33,"SHOTGUN","1 RB, 1 TE, 3 WR",6,5,"2 DL, 4 LB, 5 DB","TRADITIONAL",17,28,"08:59:00",77,"","","C",8,8,0.934324623978721,FALSE,"09/23/2018","13:00:00","WAS","GB",3
"3602",2018101405,619,"MIN","MIN","ARZ","MAN","1b","MIN 11 r; MIN 19 1; MIN 25 flkr; MIN 82 k; MIN 14 2(4)","-; 3; -; -; 2",NA,NA,"ARZ 36 > MIN 19",619,"(5:45) (Shotgun) K.Cousins pass incomplete short right to S.Diggs (B.Mayowa).",1,1,10,"MIN","play_type_pass","ARI",21,"SHOTGUN","1 RB, 1 TE, 3 WR",7,3,"4 DL, 2 LB, 5 DB","TRADITIONAL",3,0,"05:45:00",31,"","","I",0,0,-0.220068703493886,FALSE,"10/14/2018","13:00:00","MIN","ARI",6
"3603",2018122310,411,"PHI","PHI","HST","MAN","2M","PHI 17 3(17); PHI 43 klh31(-4); PHI 86 k1; PHI 19 5i(13); PHI 13 3(13)","3; H5; 3; 5; 3",NA,"PHI 19","HST 25 > PHI 19",411,"(7:32) (Shotgun) N.Foles pass short right to G.Tate to HST 37 for 9 yards (K.Jackson).",1,3,11,"PHI","play_type_pass","HOU",46,"SHOTGUN","1 RB, 1 TE, 3 WR",5,4,"3 DL, 2 LB, 6 DB","TRADITIONAL",0,0,"07:32:00",64,"","","C",9,9,-0.65467510579853,FALSE,"12/23/2018","13:00:00","PHI","HOU",16
"3604",2018122310,3138,"HOU","HST","PHI","MAN","1","HST 28 4(5); HST 84 2(4); HST 83 3(16); HST 14 3o(4); HST 10 9","4; 2; 3; 3; 9",NA,"HST 84","PHI 27 > HST 14",3138,"(:50) (Shotgun) D.Watson pass short middle to R.Griffin to PHI 46 for 10 yards (T.Sullivan).",3,1,10,"HOU","play_type_pass","HOU",44,"EMPTY","1 RB, 2 TE, 2 WR",5,5,"4 DL, 2 LB, 5 DB","TRADITIONAL",16,23,"00:50:00",54,"","","C",10,10,0.661070419876816,FALSE,"12/23/2018","13:00:00","PHI","HOU",16
"3605",2018122310,3816,"PHI","PHI","HST","MAN","1b","PHI 88 2(1); PHI 33 h31(-1); PHI 19 6(4); PHI 13 1; PHI 80 4(4)","2; H5; 6; 3; 4",NA,"PHI 88","HST 39 > PHI 88",3816,"(6:17) (Shotgun) N.Foles pass short left to D.Goedert to HST 49 for 24 yards (A.Hal).",4,2,7,"PHI","play_type_pass","PHI",27,"SHOTGUN","1 RB, 1 TE, 3 WR",6,5,"4 DL, 2 LB, 5 DB","TRADITIONAL",16,29,"06:17:00",37,"","","C",24,24,1.86728339423837,FALSE,"12/23/2018","13:00:00","PHI","HOU",16
"3606",2018122310,4486,"PHI","PHI","HST","MAN","1","PHI 17 2(5); PHI 43 klh3(-8); PHI 86 21(3); PHI 13 7(9); PHI 80 0(-2)","2; H3; 3; 7; 0","HST 32","PHI 86","HST 39 > PHI 17",4486,"(2:00) (Shotgun) N.Foles pass incomplete short right to Z.Ertz (T.Mathieu).",4,1,10,"PHI","play_type_pass","PHI",11,"SHOTGUN","1 RB, 1 TE, 3 WR",5,4,"3 DL, 2 LB, 6 DB","TRADITIONAL",30,29,"02:00:00",21,"","","I",0,0,-0.247655217090644,FALSE,"12/23/2018","13:00:00","PHI","HOU",16
"3607",2018101405,200,"MIN","MIN","ARZ","MAN","1b","MIN 19 9; MIN 82 k; MIN 25 fl; MIN 14 26(4); MIN 11 2(4)","9; -; -; 6; 2",NA,"MIN 11","ARZ 21 > MIN 11; ARZ 23 > MIN 19",200,"(13:11) (Shotgun) K.Cousins pass short right to L.Treadwell to 50 for 10 yards (P.Peterson).",1,2,1,"MIN","play_type_pass","MIN",40,"SHOTGUN","1 RB, 1 TE, 3 WR",7,5,"4 DL, 2 LB, 5 DB","TRADITIONAL",0,0,"13:11:00",70,"","","C",10,10,1.16820436613973,FALSE,"10/14/2018","13:00:00","MIN","ARI",6
"3608",2018101405,2046,"MIN","MIN","ARZ","MAN","0bd","MIN 14 9i; MIN 11 4(12); MIN 82 k; MIN 25 kr; MIN 19 2(0)","9; 4; -; -; 2",NA,NA,"ARZ 21 > MIN 14",2046,"(:16) (Shotgun) K.Cousins pass incomplete deep right.",2,2,15,"MIN","play_type_pass","ARI",30,"SHOTGUN","1 RB, 1 TE, 3 WR",8,7,"4 DL, 2 LB, 5 DB","TRADITIONAL",10,10,"00:16:00",80,"","","I",0,0,-0.268364938287233,FALSE,"10/14/2018","13:00:00","MIN","ARI",6
"3609",2018101405,3433,"ARI","ARZ","MIN","MAN","1","ARZ 13 99; ARZ 86 k; ARZ 31 kr; ARZ 11 99(9); ARZ 10 2(0)","9; -; -; 9; 2",NA,"ARZ 11","MIN 20 > ARZ 11; MIN 26 > ARZ 13; MIN 29 > ARZ 10",3433,"(7:30) (Shotgun) J.Rosen pass incomplete short right to L.Fitzgerald (M.Alexander). PENALTY on MIN-M.Alexander, Defensive Pass Interference, 2 yards, enforced at MIN 3 - No Play.",4,1,3,"ARI","play_type_unknown","MIN",3,"SHOTGUN","1 RB, 1 TE, 3 WR",7,NA,"4 DL, 2 LB, 5 DB","",NA,NA,"",NA,"DPI","MIN 20","I",0,2,0.123501909274179,TRUE,"10/14/2018","13:00:00","MIN","ARI",6
"3610",2018102807,1099,"CLE","CLV","PIT","MAN","1b","CLV 11 9; CLV 82 xd(3); CLV 29 9so; CLV 85 8i(10); CLV 80 9o","9; X; 9; 8; 9",NA,NA,"PIT 23 > CLV 80",1099,"(14:18) (Shotgun) B.Mayfield pass incomplete deep left.",2,2,12,"CLE","play_type_pass","PIT",27,"EMPTY","1 RB, 2 TE, 2 WR",7,5,"3 DL, 4 LB, 4 DB","SCRAMBLE_ROLLOUT_LEFT",6,0,"14:18:00",83,"","","I",0,0,-0.510160036761408,FALSE,"10/28/2018","13:00:00","PIT","CLE",8
"3611",2018102807,2224,"PIT","PIT","CLV","MAN","2M","PIT 19 9o; PIT 10 6(10); PIT 89 6(14); PIT 30 h4(0); PIT 84 9o","9; 6; 6; H4; 9",NA,"PIT 89","CLV 20 > PIT 10; CLV 21 > PIT 84; CLV 38 > PIT 19",2224,"(14:17) (No Huddle, Shotgun) B.Roethlisberger pass short middle to V.McDonald to PIT 48 for 22 yards (D.Kindred).",3,3,9,"PIT","play_type_pass","PIT",26,"SHOTGUN","1 RB, 1 TE, 3 WR",6,4,"3 DL, 3 LB, 5 DB","TRADITIONAL",6,14,"14:17:00",84,"","","C",22,22,2.88993920728037,FALSE,"10/28/2018","13:00:00","PIT","CLE",8
"3612",2018111500,525,"SEA","SEA","GB","MAN","1","SEA 89 9o; SEA 84 k; SEA 27 kl; SEA 16 2(1); SEA 83 2(4)","9; -; -; 2; 2",NA,"SEA 16","GB 23 > SEA 83; GB 27 > SEA 84; GB 37 > SEA 89",525,"(8:13) (Shotgun) R.Wilson pass short middle to T.Lockett to GB 29 for 8 yards (B.Breeland).",1,3,9,"SEA","play_type_pass","GB",37,"SHOTGUN","1 RB, 1 TE, 3 WR",5,4,"2 DL, 3 LB, 6 DB","TRADITIONAL",7,0,"08:13:00",47,"","","C",8,8,-0.531886595380584,FALSE,"11/15/2018","20:20:00","SEA","GB",11
"3613",2018111500,2817,"GB","GB","SEA","MAN","1","GB 17 8s(20); GB 19 xd9(4); GB 33 frh21(1); GB 84 klxu(-3); GB 83 xo(11)","8; X; H4; X; X",NA,NA,"SEA 37 > GB 17",2817,"(6:03) A.Rodgers sacked at 50 for 0 yards (F.Clark).",3,1,10,"GB","play_type_sack","",50,"SINGLEBACK","1 RB, 1 TE, 3 WR",6,4,"4 DL, 2 LB, 5 DB","SCRAMBLE_ROLLOUT_LEFT",21,17,"06:03:00",60,"","","S",0,0,-0.481279002060103,FALSE,"11/15/2018","20:20:00","SEA","GB",11
"3614",2018111500,1986,"GB","GB","SEA","MAN","1","GB 17 8i(7); GB 83 xd(1); GB 33 h67(14); GB 84 1; GB 19 8i(14)","8; X; 9; 3; 8",NA,"GB 33","SEA 26 > GB 19; SEA 28 > GB 83; SEA 37 > GB 17",1986,"(:51) (Shotgun) A.Rodgers pass deep right to A.Jones for 24 yards, TOUCHDOWN.",2,2,7,"GB","play_type_pass","SEA",24,"SHOTGUN","1 RB, 1 TE, 3 WR",7,4,"4 DL, 2 LB, 5 DB","TRADITIONAL",14,17,"00:51:00",34,"","","C",24,24,3.78346259837041,FALSE,"11/15/2018","20:20:00","SEA","GB",11
"3615",2018111500,929,"SEA","SEA","GB","MAN","1","SEA 16 4(5); SEA 81 9s; SEA 20 h31(0); SEA 89 9y; SEA 83 2(3)","4; 9; H5; 9; 2","GB 26","SEA 89","GB 23 > SEA 83; GB 36 > SEA 81",929,"(2:24) (Shotgun) R.Wilson pass incomplete deep right to D.Baldwin (B.Breeland).",1,2,13,"SEA","play_type_pass","SEA",29,"SHOTGUN","1 RB, 1 TE, 3 WR",7,4,"2 DL, 3 LB, 6 DB","TRADITIONAL",14,3,"02:24:00",81,"","","I",0,0,-0.928025649200161,FALSE,"11/15/2018","20:20:00","SEA","GB",11
"3616",2018111500,3219,"SEA","SEA","GB","MAN","1","SEA 83 9o; SEA 20 h3(-3); SEA 84 6(11); SEA 89 6(12); SEA 16 5(12)","9; H3; 6; 6; 5",NA,"SEA 83","GB 28 > SEA 83",3219,"(13:00) (Shotgun) R.Wilson pass incomplete deep left to D.Moore.",4,2,21,"SEA","play_type_pass","GB",30,"SHOTGUN","1 RB, 1 TE, 3 WR",6,4,"2 DL, 3 LB, 6 DB","TRADITIONAL",21,17,"13:00:00",80,"","","I",0,0,-0.54050842422115,FALSE,"11/15/2018","20:20:00","SEA","GB",11
"3617",2018111500,2962,"SEA","SEA","GB","MAN","1","SEA 83 9o; SEA 27 h76(1); SEA 89 3(3); SEA 16 6(6); SEA 84 9","9; H7; 3; 6; 9",NA,"SEA 83","GB 23 > SEA 16; GB 28 > SEA 83",2962,"(2:53) (Shotgun) R.Wilson pass incomplete deep left to D.Moore (T.Brown). Seattle challenged the incomplete pass ruling, and the play was REVERSED. (Shotgun) R.Wilson pass deep left to D.Moore to SEA 33 for 27 yards (T.Brown). FUMBLES (T.Brown), ball out of bounds at SEA 38.",3,3,7,"SEA","play_type_pass","SEA",6,"SHOTGUN","1 RB, 1 TE, 3 WR",6,4,"2 DL, 3 LB, 6 DB","TRADITIONAL",21,17,"02:53:00",104,"","","C",27,27,3.7679841636549,FALSE,"11/15/2018","20:20:00","SEA","GB",11
"3618",2018111500,3367,"GB","GB","SEA","MAN","1b","GB 83 4(15); GB 19 294(17); GB 89 kl3(3); GB 33 kr; GB 17 9i","4; 4; 3; -; 9",NA,"GB 17","SEA 26 > GB 17",3367,"(11:23) (Shotgun) A.Rodgers pass deep right to D.Adams to SEA 17 for 57 yards (SL.Griffin) [J.Reed].",4,3,9,"GB","play_type_pass","GB",26,"SHOTGUN","1 RB, 1 TE, 3 WR",7,5,"4 DL, 2 LB, 5 DB","TRADITIONAL",21,20,"11:23:00",84,"","","C",57,57,4.77845449879787,FALSE,"11/15/2018","20:20:00","SEA","GB",11
"3619",2018111500,2744,"SEA","SEA","GB","MAN","1","SEA 83 7o(20); SEA 27 kl; SEA 81 c1; SEA 89 8(11); SEA 16 79(20)","7; -; 3; 8; 9","GB 28","SEA 83","GB 28 > SEA 83",2744,"(6:55) (Shotgun) R.Wilson pass incomplete deep left to D.Moore (T.Brown) [C.Matthews].",3,3,14,"SEA","play_type_pass","SEA",16,"SHOTGUN","1 RB, 1 TE, 3 WR",6,5,"2 DL, 3 LB, 6 DB","TRADITIONAL",21,17,"06:55:00",94,"","","I",0,0,-1.44922994064826,FALSE,"11/15/2018","20:20:00","SEA","GB",11
"3620",2018111500,3087,"SEA","SEA","GB","MAN","1","SEA 16 4(14); SEA 32 flh9(0); SEA 74 k; SEA 81 k; SEA 89 395(17)","4; H9; -; -; 5",NA,"SEA 89","GB 37 > SEA 16",3087,"(1:05) G.Fant reported in as eligible.  R.Wilson pass short right to D.Baldwin to GB 40 for 16 yards (J.Alexander).",3,1,10,"SEA","play_type_pass","SEA",44,"SINGLEBACK","6 OL, 1 RB, 1 TE, 2 WR",8,4,"3 DL, 4 LB, 4 DB","DESIGNED_ROLLOUT_RIGHT",21,17,"01:05:00",66,"","","C",16,16,1.02853039833934,FALSE,"11/15/2018","20:20:00","SEA","GB",11
"3621",2018120901,434,"CHI","CHI","LA","MAN","1b","CHI 18 6(8); CHI 33 8(11); CHI 12 6(6); CHI 17 8(11); CHI 80 6(7)","6; 8; 6; 8; 6",NA,"CHI 18","LA 21 > CHI 17",434,"(8:44) (Shotgun) M.Trubisky pass short left to T.Gabriel to CHI 37 for 8 yards (M.Peters).",1,3,6,"CHI","play_type_pass","CHI",29,"EMPTY","1 RB, 1 TE, 3 WR",5,5,"3 DL, 2 LB, 6 DB","TRADITIONAL",3,0,"08:44:00",39,"","","C",8,8,1.97816015853874,FALSE,"12/09/2018","20:20:00","CHI","LA",14
"3622",2018120901,3580,"LA","LA","CHI","MAN","0b","LA 12 4(16); LA 83 k1; LA 30 frh2(-9); LA 81 klxu(-5); LA 17 39(9)","4; 3; H2; X; 9",NA,NA,"CHI 20 > LA 12",3580,"(14:19) J.Goff pass incomplete short right.",4,1,10,"LA","play_type_pass","LA",16,"SINGLEBACK","1 RB, 1 TE, 3 WR",6,7,"4 DL, 3 LB, 4 DB","TRADITIONAL",6,15,"14:19:00",94,"","","I",0,0,-0.537599480984391,FALSE,"12/09/2018","20:20:00","CHI","LA",14
"3623",2018092309,3166,"GB","GB","WAS","MAN","1","GB 17 26(3); GB 18 3(8); GB 88 h3(-7); GB 80 4(12); GB 81 6(9)","6; 3; H3; 4; 6",NA,"GB 18","WAS 23 > GB 17; WAS 24 > GB 81; WAS 31 > GB 18",3166,"(14:15) (Shotgun) A.Rodgers pass incomplete deep left to R.Cobb.",4,1,18,"GB","play_type_pass","GB",8,"SHOTGUN","1 RB, 1 TE, 3 WR",6,4,"2 DL, 4 LB, 5 DB","TRADITIONAL",17,28,"14:15:00",102,"","","I",0,0,-0.490738804546577,FALSE,"09/23/2018","13:00:00","WAS","GB",3
"3624",2018092309,275,"GB","GB","WAS","MAN","1b","GB 17 9i; GB 30 kl; GB 80 c1; GB 18 8i(9); GB 81 4(13)","9; -; 3; 8; 4",NA,"GB 18","WAS 23 > GB 17; WAS 24 > GB 81; WAS 31 > GB 18",275,"(10:55) (Shotgun) A.Rodgers pass incomplete short middle to R.Cobb.",1,3,9,"GB","play_type_pass","GB",36,"SHOTGUN","1 RB, 1 TE, 3 WR",5,6,"2 DL, 4 LB, 5 DB","TRADITIONAL",0,7,"10:55:00",74,"","","I",0,0,-1.72095599517403,FALSE,"09/23/2018","13:00:00","WAS","GB",3
"3625",2018092309,1578,"WAS","WAS","GB","MAN","1","WAS 86 r; WAS 26 fl; WAS 80 2(4); WAS 10 r; WAS 18 4(4)","-; -; 2; -; 4",NA,"WAS 80","GB 29 > WAS 86",1578,"(4:30) (Shotgun) A.Smith pass short middle to J.Crowder for 9 yards, TOUCHDOWN.",2,1,9,"WAS","play_type_pass","GB",9,"SHOTGUN","1 RB, 1 TE, 3 WR",6,3,"3 DL, 3 LB, 5 DB","TRADITIONAL",3,14,"04:30:00",19,"","","C",9,9,1.68424838133956,FALSE,"09/23/2018","13:00:00","WAS","GB",3
"3626",2018092309,1224,"WAS","WAS","GB","MAN","1b","WAS 86 3(14); WAS 87 k; WAS 26 frh4(2); WAS 10 8i(15); WAS 18 3(19)","3; -; H4; 8; 3",NA,"WAS 86","GB 38 > WAS 10",1224,"(11:26) A.Smith pass short left intended for J.Reed INTERCEPTED by H.Clinton-Dix at GB 44. H.Clinton-Dix ran ob at GB 45 for 1 yard.",2,1,10,"WAS","play_type_pass","WAS",43,"SINGLEBACK","1 RB, 2 TE, 2 WR",6,5,"3 DL, 4 LB, 4 DB","TRADITIONAL",3,14,"11:26:00",67,"","","IN",0,0,-4.59629509965929,FALSE,"09/23/2018","13:00:00","WAS","GB",3
"3627",2018092309,1359,"GB","GB","WAS","MAN","1b","GB 17 9o; GB 88 kr; GB 80 k1; GB 18 7(11); GB 81 3(9)","9; -; 3; 7; 3",NA,"GB 18","WAS 23 > GB 17; WAS 31 > GB 18",1359,"(7:54) (Shotgun) A.Rodgers pass incomplete deep right to R.Cobb.",2,3,12,"GB","play_type_pass","WAS",43,"SHOTGUN","1 RB, 1 TE, 3 WR",6,5,"2 DL, 4 LB, 5 DB","TRADITIONAL",3,14,"07:54:00",67,"","","I",0,0,-1.53859504549201,FALSE,"09/23/2018","13:00:00","WAS","GB",3
"3628",2018101405,1296,"ARI","ARZ","MIN","MAN","1b","ARZ 10 9; ARZ 31 kl; ARZ 84 9s; ARZ 85 1; ARZ 11 6(11)","9; -; 9; 3; 6",NA,NA,"MIN 29 > ARZ 10",1296,"(9:31) J.Rosen sacked at ARZ 41 for -8 yards (D.Hunter).",2,1,10,"ARI","play_type_sack","ARI",49,"SINGLEBACK","1 RB, 2 TE, 2 WR",8,6,"4 DL, 2 LB, 5 DB","TRADITIONAL",3,10,"09:31:00",61,"","","S",-8,-8,-0.949661293726068,FALSE,"10/14/2018","13:00:00","MIN","ARI",6
"3629",2018092309,372,"WAS","WAS","GB","MAN","1d","WAS 18 3(11); WAS 25 h5(3); WAS 86 63(9); WAS 80 9s; WAS 10 5(12)","3; H5; 3; 9; 5",NA,NA,"GB 23 > WAS 80; GB 31 > WAS 10; GB 37 > WAS 86; GB 38 > WAS 18",372,"(10:10) (Shotgun) A.Smith pass incomplete short middle to J.Doctson [C.Matthews].",1,3,9,"WAS","play_type_pass","WAS",23,"SHOTGUN","1 RB, 1 TE, 3 WR",6,4,"2 DL, 3 LB, 6 DB","TRADITIONAL",0,7,"10:10:00",33,"","","I",0,0,-1.60700370707605,FALSE,"09/23/2018","13:00:00","WAS","GB",3
"3630",2018092309,1200,"WAS","WAS","GB","MAN","1b","WAS 18 5o(14); WAS 86 2(1); WAS 26 h21(0); WAS 87 7(13); WAS 10 6(3)","5; 2; H4; 7; 6",NA,"WAS 86","GB 23 > WAS 10; GB 38 > WAS 18",1200,"(12:07) (Shotgun) A.Smith pass short middle to J.Reed to WAS 43 for 15 yards (K.Brice).",2,2,7,"WAS","play_type_pass","WAS",28,"SHOTGUN","1 RB, 2 TE, 2 WR",7,5,"3 DL, 4 LB, 4 DB","TRADITIONAL",3,14,"12:07:00",82,"","","C",15,15,1.44936971695312,FALSE,"09/23/2018","13:00:00","WAS","GB",3
"3631",2018092309,3560,"GB","GB","WAS","MAN","1b","GB 81 39(9); GB 18 3(9); GB 80 6(8); GB 88 h62(1); GB 17 3(10)","9; 3; 6; H6; 3",NA,"GB 88","WAS 23 > GB 81; WAS 24 > GB 17; WAS 36 > GB 80; WAS 37 > GB 18",3560,"(7:38) (Shotgun) A.Rodgers pass incomplete short middle to T.Montgomery. Penalty on GB-L.Patrick, Offensive Holding, declined.",4,3,5,"GB","play_type_pass","GB",46,"SHOTGUN","1 RB, 1 TE, 3 WR",7,5,"2 DL, 4 LB, 5 DB","TRADITIONAL",17,28,"07:38:00",64,"OH","GB 62","I",0,0,-1.63586572804298,FALSE,"09/23/2018","13:00:00","WAS","GB",3
"3632",2018101405,2481,"ARI","ARZ","MIN","MAN","1b","ARZ 13 xo(9); ARZ 86 xu(-3); ARZ 31 fl; ARZ 11 7(14); ARZ 10 9","X; X; -; 7; 9",NA,"ARZ 86","MIN 20 > ARZ 11",2481,"(10:00) J.Rosen pass short right to R.Seals-Jones to ARZ 8 for 1 yard (H.Smith).",3,1,10,"ARI","play_type_pass","ARI",7,"SINGLEBACK","1 RB, 1 TE, 3 WR",6,4,"4 DL, 2 LB, 5 DB","SCRAMBLE_ROLLOUT_RIGHT",10,20,"10:00:00",17,"","","C",1,1,-0.388818193996196,FALSE,"10/14/2018","13:00:00","MIN","ARI",6
"3633",2018101405,1040,"MIN","MIN","ARZ","MAN","1b","MIN 14 xo(8); MIN 25 fl; MIN 82 c7(4); MIN 89 c1; MIN 19 k16(1)","X; -; 7; 3; 3",NA,"MIN 19","ARZ 21 > MIN 14; ARZ 23 > MIN 19",1040,"(14:25) K.Cousins pass short right INTERCEPTED by T.Boston at MIN 47. T.Boston to MIN 47 for no gain (S.Diggs). ARZ-T.Boston was injured during the play.",2,3,1,"MIN","play_type_pass","MIN",40,"SINGLEBACK","1 RB, 2 TE, 2 WR",8,7,"4 DL, 2 LB, 5 DB","TRADITIONAL",3,10,"14:25:00",50,"","","IN",0,0,-3.42696410262977,FALSE,"10/14/2018","13:00:00","MIN","ARI",6
"3634",2018101405,3239,"MIN","MIN","ARZ","MAN","1","MIN 19 2(1); MIN 82 19(3); MIN 25 kr; MIN 14 1; MIN 11 2(1)","2; 9; -; 3; 2",NA,NA,"ARZ 21 > MIN 11; ARZ 23 > MIN 19; ARZ 36 > MIN 14; ARZ 41 > MIN 82",3239,"(10:39) (Shotgun) K.Cousins sacked at MIN 32 for -8 yards (sack split by M.Golden and C.Jones).",4,3,3,"MIN","play_type_sack","MIN",40,"SHOTGUN","1 RB, 1 TE, 3 WR",6,4,"4 DL, 2 LB, 5 DB","TRADITIONAL",10,27,"10:39:00",50,"","","S",-8,-8,-2.0391136455573,FALSE,"10/14/2018","13:00:00","MIN","ARI",6
"3635",2018101405,506,"MIN","MIN","ARZ","MAN","1b","MIN 19 3(14); MIN 30 h31(0); MIN 25 frkr; MIN 82 6(10); MIN 14 xd(3)","3; H5; -; 6; X",NA,"MIN 19","ARZ 21 > MIN 14; ARZ 23 > MIN 19",506,"(8:18) K.Cousins pass short left to A.Thielen pushed ob at MIN 40 for 15 yards (B.Benwikere).",1,1,10,"MIN","play_type_pass","MIN",25,"I_FORM","2 RB, 1 TE, 2 WR",8,6,"4 DL, 2 LB, 5 DB","TRADITIONAL",3,0,"08:18:00",85,"","","C",15,15,0.979352822567311,FALSE,"10/14/2018","13:00:00","MIN","ARI",6
"3636",2018101405,1344,"ARI","ARZ","MIN","MAN","1b","ARZ 13 xd(4); ARZ 84 k; ARZ 31 kl; ARZ 11 7(10); ARZ 10 9o","X; -; -; 7; 9","MIN 26","ARZ 13","MIN 20 > ARZ 11; MIN 26 > ARZ 13; MIN 29 > ARZ 10",1344,"(8:14) (Shotgun) J.Rosen pass incomplete short right to C.Kirk (T.Waynes).",2,3,9,"ARI","play_type_pass","",50,"SHOTGUN","1 RB, 1 TE, 3 WR",6,6,"3 DL, 3 LB, 5 DB","TRADITIONAL",3,10,"08:14:00",60,"","","I",0,0,-1.63575674254351,FALSE,"10/14/2018","13:00:00","MIN","ARI",6
"3637",2018101405,3167,"ARI","ARZ","MIN","MAN","1b","ARZ 10 0(-2); ARZ 11 9y; ARZ 13 3(4); ARZ 31 kr; ARZ 86 3(4)","0; 9; 3; -; 3",NA,"ARZ 11","MIN 21 > ARZ 10; MIN 22 > ARZ 86",3167,"(12:11) (Shotgun) J.Rosen pass incomplete deep left to L.Fitzgerald (M.Alexander) [S.Richardson].",4,4,2,"ARI","play_type_pass","MIN",32,"SHOTGUN","1 RB, 1 TE, 3 WR",6,6,"4 DL, 2 LB, 5 DB","TRADITIONAL",10,27,"12:11:00",42,"","","I",0,0,-3.25174003588118,FALSE,"10/14/2018","13:00:00","MIN","ARI",6
"3638",2018101405,3307,"ARI","ARZ","MIN","MAN","1b","ARZ 10 6(12); ARZ 11 9s; ARZ 31 kl; ARZ 86 9s; ARZ 13 6(13)","6; 9; -; 9; 6",NA,"ARZ 86","MIN 29 > ARZ 10",3307,"(9:27) (No Huddle, Shotgun) J.Rosen pass short middle to R.Seals-Jones to MIN 37 for 17 yards (H.Smith; G.Iloka).",4,1,10,"ARI","play_type_pass","ARI",46,"SHOTGUN","1 RB, 1 TE, 3 WR",6,6,"4 DL, 2 LB, 5 DB","TRADITIONAL",10,27,"09:27:00",64,"","","C",17,17,1.0187358696337,FALSE,"10/14/2018","13:00:00","MIN","ARI",6
"3639",2018102807,520,"CLE","CLV","PIT","MAN","1b","CLV 80 19(5); CLV 82 1; CLV 85 3(16); CLV 29 kr; CLV 11 4i(17)","9; 3; 3; -; 4",NA,"CLV 80","PIT 23 > CLV 11; PIT 24 > CLV 80",520,"(6:52) (Shotgun) B.Mayfield pass incomplete deep left to J.Landry [V.Williams]. Coverage by 24-Sensabaugh.",1,1,10,"CLE","play_type_pass","CLE",40,"SHOTGUN","1 RB, 2 TE, 2 WR",7,6,"3 DL, 4 LB, 4 DB","TRADITIONAL",3,0,"06:52:00",70,"","","I",0,0,-0.51865438117169,FALSE,"10/28/2018","13:00:00","PIT","CLE",8
"3640",2018102807,829,"CLE","CLV","PIT","MAN","1b","CLV 11 xd(12); CLV 82 h31(-1); CLV 24 cfrh66(0); CLV 85 k; CLV 88 3(16)","X; H5; H6; -; 3",NA,NA,"PIT 23 > CLV 11",829,"(2:49) B.Mayfield pass incomplete short right. Coverage 37-Dangerfield, Pressure by 56-Chickillo, 96-Walton.",1,2,12,"CLE","play_type_pass","PIT",27,"I_FORM","1 RB, 3 TE, 1 WR",7,6,"3 DL, 4 LB, 4 DB","SCRAMBLE_ROLLOUT_RIGHT",3,0,"02:49:00",37,"","","I",0,0,-0.5089599293331,FALSE,"10/28/2018","13:00:00","PIT","CLE",8
